Feature 1,Feature 2,Absolute Correlation
Fwd Pkt Len Max,Flow IAT Std,0.11739764688664397
Fwd IAT Std,Pkt Len Min,0.11699086084640796
Bwd Pkt Len Min,RST Flag Cnt,0.11681436678852015
Bwd Pkt Len Min,ECE Flag Cnt,0.11681250775547135
Fwd IAT Mean,Fwd IAT Std,0.11680416703104063
Flow IAT Std,Pkt Len Min,0.11676668818716933
Fwd Pkt Len Min,RST Flag Cnt,0.1167586326466497
Fwd Pkt Len Min,ECE Flag Cnt,0.11675677450057263
Flow IAT Std,Fwd Act Data Pkts,0.11652109570533475
Bwd IAT Mean,Bwd Seg Size Avg,0.11644454797527336
Bwd Pkt Len Mean,Bwd IAT Mean,0.11644454797527336
Flow IAT Max,Down/Up Ratio,0.11637292353818807
Dst Port,Fwd IAT Tot,0.11512931939406634
Pkt Len Mean,Idle Std,0.11508993652471847
Tot Bwd Pkts,Bwd IAT Tot,0.11498014873770361
Bwd IAT Tot,Subflow Bwd Pkts,0.11498014873770361
Bwd Pkt Len Min,Idle Max,0.11483940913728237
Flow IAT Max,Bwd IAT Min,0.11470920989674052
Bwd Pkt Len Std,Flow IAT Mean,0.11456842005057345
Fwd Act Data Pkts,Idle Mean,0.11448385853892455
Fwd Pkt Len Min,Fwd IAT Std,0.11444719489214095
Bwd IAT Max,ACK Flag Cnt,0.11421825386174238
Bwd Pkt Len Min,Flow IAT Mean,0.11410274890309734
Fwd Pkt Len Min,Flow IAT Std,0.11389768575578955
Bwd Pkt Len Min,Idle Mean,0.11387285707719064
Flow Duration,Subflow Fwd Pkts,0.11357215589558842
Flow Duration,Tot Fwd Pkts,0.11357215589558842
Bwd Pkts/s,Fwd Act Data Pkts,0.11324409650337747
Bwd IAT Tot,ACK Flag Cnt,0.11299230387541104
Pkt Len Std,Active Mean,0.11295886596543958
Protocol,Flow Pkts/s,0.11283438077160902
Flow IAT Max,Active Min,0.11230994593688362
SYN Flag Cnt,Init Fwd Win Byts,0.1120860964851127
Fwd PSH Flags,Init Fwd Win Byts,0.1120860964851127
Bwd Pkt Len Min,Flow IAT Std,0.11178385747900307
Fwd Header Len,Active Max,0.11129505690242501
Bwd Pkt Len Min,Fwd IAT Std,0.11050666594663047
Bwd Pkt Len Min,Idle Min,0.11046390306583326
Bwd IAT Mean,Pkt Len Min,0.11031851103247446
ACK Flag Cnt,Fwd Seg Size Min,0.11018117722042188
Fwd Pkt Len Max,Active Max,0.11017423870338042
Subflow Bwd Byts,Fwd Act Data Pkts,0.11000856878435915
TotLen Bwd Pkts,Fwd Act Data Pkts,0.11000856878435915
Fwd Pkt Len Std,Active Std,0.10959641598386972
Fwd Pkts/s,Fwd Act Data Pkts,0.10952282982148194
Fwd Pkt Len Max,Fwd IAT Mean,0.1094489242952356
SYN Flag Cnt,Bwd Seg Size Avg,0.10926275811634328
Fwd PSH Flags,Bwd Seg Size Avg,0.10926275811634328
Bwd Pkt Len Mean,Fwd PSH Flags,0.10926275811634323
Bwd Pkt Len Mean,SYN Flag Cnt,0.10926275811634323
Flow IAT Std,Active Min,0.10898110832571317
Pkt Size Avg,Idle Std,0.10861454998848609
Fwd IAT Min,Fwd Seg Size Min,0.10847123867470503
Tot Fwd Pkts,Bwd IAT Max,0.10841500879301309
Bwd IAT Max,Subflow Fwd Pkts,0.10841500879301309
Bwd Pkt Len Min,Bwd IAT Mean,0.10839669875929173
Tot Bwd Pkts,Pkt Len Max,0.1083722863339977
Pkt Len Max,Subflow Bwd Pkts,0.1083722863339977
Fwd Pkt Len Std,Fwd Header Len,0.1083634059410571
Bwd Pkt Len Mean,Idle Std,0.10836043714126191
Bwd Seg Size Avg,Idle Std,0.10836043714126187
Pkt Len Mean,Init Fwd Win Byts,0.10810482274309205
Subflow Bwd Byts,Active Max,0.10807927994108944
TotLen Bwd Pkts,Active Max,0.10807927994108944
Dst Port,Flow Byts/s,0.10806840886313011
Fwd IAT Mean,Pkt Size Avg,0.10797972921006661
Tot Fwd Pkts,Fwd IAT Tot,0.10742140455007526
Fwd IAT Tot,Subflow Fwd Pkts,0.10742140455007526
Fwd Pkt Len Max,Bwd IAT Mean,0.10735871936653021
Fwd Header Len,Fwd Seg Size Min,0.10721452200301948
Fwd Pkt Len Min,Bwd IAT Mean,0.10709213503738413
Dst Port,Init Fwd Win Byts,0.10593277992144316
Bwd Pkt Len Std,Fwd Header Len,0.1058201828315533
Fwd IAT Mean,Fwd Seg Size Min,0.10571586582669251
Fwd Pkt Len Max,Bwd Header Len,0.10563777649024203
Fwd Header Len,Init Fwd Win Byts,0.105543789831312
Fwd Act Data Pkts,Idle Min,0.10514895693007938
Bwd IAT Mean,Pkt Len Mean,0.10514157462213242
Flow Pkts/s,Pkt Len Min,0.10497975995335862
Flow IAT Mean,Fwd Seg Size Min,0.10479489337895731
Flow IAT Min,Fwd Seg Size Min,0.10477571807036011
Bwd IAT Mean,Pkt Len Var,0.10470601565121437
Bwd Pkt Len Max,Subflow Bwd Pkts,0.10453624516905712
Tot Bwd Pkts,Bwd Pkt Len Max,0.10453624516905712
Fwd Seg Size Min,Idle Min,0.10450229081760312
Down/Up Ratio,Active Mean,0.10429167429421012
Pkt Len Std,SYN Flag Cnt,0.10424691138686432
Fwd PSH Flags,Pkt Len Std,0.10424691138686429
Bwd Pkt Len Min,Flow Pkts/s,0.10403499635260512
Pkt Len Std,Idle Std,0.10400653193262648
PSH Flag Cnt,Subflow Fwd Pkts,0.10384349297299421
Tot Fwd Pkts,PSH Flag Cnt,0.10384349297299421
Bwd IAT Std,Active Min,0.10380369134397888
Pkt Len Mean,Active Min,0.10361233210818907
Flow IAT Mean,Fwd Act Data Pkts,0.10309331971429261
Fwd Seg Size Min,Idle Mean,0.1030119493666604
Bwd Pkt Len Max,Fwd IAT Mean,0.10292980964192555
Fwd Pkt Len Max,Active Std,0.10279497499849904
Flow Duration,Active Min,0.10255940545212472
PSH Flag Cnt,Active Max,0.10247853955071488
Flow Duration,Bwd IAT Min,0.10187595999520557
Bwd Pkt Len Std,Subflow Fwd Pkts,0.10183940094639074
Tot Fwd Pkts,Bwd Pkt Len Std,0.10183940094639074
Dst Port,Bwd IAT Tot,0.10135676375127173
Fwd Pkt Len Std,Fwd IAT Mean,0.1012063474348139
Protocol,Fwd PSH Flags,0.10103080387925928
Protocol,SYN Flag Cnt,0.10103080387925928
Flow Pkts/s,Fwd PSH Flags,0.10101050622743665
Flow Pkts/s,SYN Flag Cnt,0.10101050622743665
Fwd Seg Size Min,Idle Max,0.10082609731422536
Fwd IAT Mean,Pkt Len Max,0.10076227942338482
Pkt Len Max,Down/Up Ratio,0.10041247135335635
Pkt Len Var,ECE Flag Cnt,0.10019895773727505
Pkt Len Var,RST Flag Cnt,0.10019538179549976
Bwd IAT Max,Subflow Bwd Pkts,0.09993411432124377
Tot Bwd Pkts,Bwd IAT Max,0.09993411432124377
Fwd IAT Tot,Down/Up Ratio,0.09983691938245344
Bwd Pkt Len Min,Flow IAT Min,0.09927171970542895
Fwd Pkt Len Std,Subflow Fwd Pkts,0.09917474163066718
Tot Fwd Pkts,Fwd Pkt Len Std,0.09917474163066718
Bwd IAT Max,Bwd Header Len,0.0991483084580808
Bwd Pkt Len Min,Fwd IAT Min,0.09911633786119534
Protocol,Fwd Pkts/s,0.09899971564066581
Tot Fwd Pkts,Active Std,0.09815103282911032
Subflow Fwd Pkts,Active Std,0.09815103282911032
Pkt Len Std,Subflow Bwd Byts,0.09795018931706834
TotLen Bwd Pkts,Pkt Len Std,0.09795018931706832
Down/Up Ratio,Fwd Seg Size Min,0.09766969189692165
Flow IAT Mean,Flow IAT Std,0.0973504139819616
Protocol,Bwd Pkts/s,0.09698699345842798
Down/Up Ratio,Active Min,0.09681558104908443
Dst Port,Flow IAT Max,0.09650547591355912
Fwd Pkt Len Max,SYN Flag Cnt,0.09641288178953074
Fwd Pkt Len Max,Fwd PSH Flags,0.09641288178953074
Pkt Size Avg,Active Min,0.09634281148958015
Fwd IAT Max,ACK Flag Cnt,0.0954154568289853
Bwd IAT Max,Fwd Header Len,0.09506991228149275
Bwd IAT Mean,Active Mean,0.0949916068499876
Tot Bwd Pkts,Active Mean,0.09492743931234517
Subflow Bwd Pkts,Active Mean,0.09492743931234517
Bwd Pkt Len Max,Down/Up Ratio,0.09479019199082327
Down/Up Ratio,Active Max,0.09467528749699915
Flow Duration,Bwd Header Len,0.09466358956967025
Bwd Header Len,Active Mean,0.09419341233783766
Init Bwd Win Byts,Fwd Act Data Pkts,0.09404203192584919
Fwd IAT Mean,Pkt Len Mean,0.09346918787978843
Fwd IAT Mean,Bwd IAT Min,0.09335052046606823
Pkt Len Max,Active Mean,0.09319151916360882
Flow Duration,Subflow Bwd Pkts,0.0929170418502736
Flow Duration,Tot Bwd Pkts,0.0929170418502736
Fwd IAT Mean,Bwd IAT Tot,0.0925670744689423
Fwd Pkt Len Min,Flow Pkts/s,0.0924423808535691
Fwd Pkts/s,Pkt Len Min,0.09233660269981578
Flow Duration,Fwd Header Len,0.09222629453153364
TotLen Bwd Pkts,Bwd IAT Tot,0.0922234583520025
Bwd IAT Tot,Subflow Bwd Byts,0.0922234583520025
Bwd IAT Tot,Active Min,0.09215052219945061
Dst Port,Pkt Len Var,0.09191739018333049
Bwd Pkt Len Max,Active Mean,0.09171169754855409
Dst Port,Fwd IAT Max,0.09145684215362714
Bwd Pkt Len Min,Fwd Pkts/s,0.09145479163089952
Flow IAT Max,ACK Flag Cnt,0.09136218232386535
Flow Duration,URG Flag Cnt,0.09126460807368186
Fwd Act Data Pkts,Active Mean,0.09090006287348969
Fwd IAT Mean,Pkt Len Min,0.09080185206077127
Flow Pkts/s,Init Fwd Win Byts,0.0907225471208726
PSH Flag Cnt,Active Std,0.0902429393402518
Bwd IAT Mean,Pkt Size Avg,0.09013269494241181
Fwd IAT Mean,Pkt Len Std,0.09004307729830516
Dst Port,FIN Flag Cnt,0.0899875614369107
Flow IAT Std,Fwd Seg Size Avg,0.0897949678648883
Fwd Pkt Len Mean,Flow IAT Std,0.08979496786488829
Bwd Pkts/s,Pkt Len Min,0.0897794626621779
Subflow Fwd Pkts,Active Mean,0.08970533063211422
Tot Fwd Pkts,Active Mean,0.08970533063211422
Dst Port,Bwd IAT Std,0.08967835565224519
Pkt Len Min,Idle Max,0.08937688031988937
Bwd Pkt Len Min,Bwd Pkts/s,0.08907296960840001
Fwd Pkt Len Min,Fwd IAT Mean,0.08898712367015467
Pkt Len Min,Idle Mean,0.0889678691030907
Fwd IAT Tot,URG Flag Cnt,0.08854608616115238
Bwd Pkt Len Std,Idle Std,0.08830238498055001
Fwd IAT Std,Active Min,0.0882376015297894
Fwd Pkt Len Mean,Bwd IAT Std,0.08791224855183505
Bwd IAT Std,Fwd Seg Size Avg,0.08791224855183503
Bwd Header Len,Active Std,0.0878248955805054
Fwd Pkt Len Min,Idle Max,0.08751420392060799
Fwd Pkt Len Min,Idle Mean,0.08710331578347338
Tot Bwd Pkts,Active Std,0.08690370818680247
Subflow Bwd Pkts,Active Std,0.08690370818680247
TotLen Bwd Pkts,Active Mean,0.08688947755475913
Subflow Bwd Byts,Active Mean,0.08688947755475913
Bwd Pkt Len Mean,Fwd IAT Mean,0.08679938300070607
Fwd IAT Mean,Bwd Seg Size Avg,0.08679938300070604
Fwd PSH Flags,Pkt Len Min,0.08663901818666961
Pkt Len Min,SYN Flag Cnt,0.08663901818666958
Pkt Len Min,Idle Min,0.08618547910208993
Fwd Header Len,Active Std,0.08602147014400285
Fwd Pkt Len Min,Fwd Pkts/s,0.08570121475613476
Bwd Pkt Len Mean,Active Min,0.08569253861280388
Bwd Seg Size Avg,Active Min,0.08569253861280388
Fwd IAT Tot,Fwd Header Len,0.08536379388165552
Pkt Len Max,Idle Std,0.08523163149081978
Dst Port,Bwd IAT Max,0.08510017930847341
Fwd IAT Tot,Bwd Header Len,0.08476729743064611
Bwd Pkt Len Max,Idle Std,0.08474620500437431
Bwd Pkts/s,PSH Flag Cnt,0.08442378451803839
Fwd Pkt Len Min,Idle Min,0.08437264437833275
Bwd IAT Max,Subflow Bwd Byts,0.08414042840387445
TotLen Bwd Pkts,Bwd IAT Max,0.08414042840387444
Bwd IAT Max,Fwd Seg Size Avg,0.08339286295822397
Fwd Pkt Len Mean,Bwd IAT Max,0.08339286295822396
Bwd Pkt Len Std,Active Mean,0.08338569734632795
Pkt Len Var,Subflow Bwd Byts,0.08313346288896896
TotLen Bwd Pkts,Pkt Len Var,0.08313346288896895
Protocol,Fwd Header Len,0.08295706309796179
Fwd IAT Tot,Subflow Bwd Pkts,0.08287350454195254
Tot Bwd Pkts,Fwd IAT Tot,0.08287350454195254
Fwd Pkt Len Max,Subflow Bwd Pkts,0.0826805155093441
Tot Bwd Pkts,Fwd Pkt Len Max,0.0826805155093441
Fwd IAT Max,Active Min,0.08261060127408584
Flow Byts/s,ACK Flag Cnt,0.08258179629491205
Fwd Header Len,Active Mean,0.08232157802785987
Flow Duration,Down/Up Ratio,0.08218499013688259
Dst Port,Flow IAT Std,0.08156473820903325
Flow IAT Mean,Pkt Len Min,0.08148601949871981
Protocol,Pkt Len Mean,0.08090761926110766
Bwd IAT Max,Down/Up Ratio,0.08088921132778579
TotLen Fwd Pkts,Pkt Len Mean,0.0806190125240326
Pkt Len Mean,Subflow Fwd Byts,0.0806190125240326
Flow IAT Max,Init Bwd Win Byts,0.0805479371922359
Flow IAT Max,URG Flag Cnt,0.08049958396596424
Flow Pkts/s,Init Bwd Win Byts,0.08021752011352606
Fwd Pkt Len Min,Flow IAT Mean,0.07992560318806761
Flow IAT Mean,Init Bwd Win Byts,0.07964178073960304
Flow Duration,Flow Pkts/s,0.07958637181875884
Dst Port,Fwd IAT Std,0.07955136823628878
PSH Flag Cnt,Down/Up Ratio,0.07952313784377499
Pkt Len Var,Init Fwd Win Byts,0.07925177406822259
Dst Port,Bwd IAT Mean,0.079244533300041
Pkt Len Var,URG Flag Cnt,0.07894573826743623
Fwd Seg Size Avg,Active Max,0.07870011913384416
Fwd Pkt Len Mean,Active Max,0.07870011913384416
Pkt Len Var,Active Mean,0.07869233809943502
Fwd IAT Mean,Init Bwd Win Byts,0.07860978529459016
Down/Up Ratio,Fwd Act Data Pkts,0.0786011954639065
Fwd IAT Mean,Fwd Act Data Pkts,0.07859487301845564
Flow Pkts/s,URG Flag Cnt,0.07857807013447449
Fwd IAT Tot,Bwd IAT Min,0.0783611568796513
Bwd Pkt Len Std,Fwd IAT Mean,0.07825491336496303
Bwd Pkt Len Min,SYN Flag Cnt,0.0782442293788308
Bwd Pkt Len Min,Fwd PSH Flags,0.0782442293788308
Tot Bwd Pkts,Active Min,0.07819859087752082
Subflow Bwd Pkts,Active Min,0.07819859087752082
Fwd IAT Mean,Bwd IAT Max,0.07785488055349583
Fwd IAT Min,Init Bwd Win Byts,0.07779770458378811
Fwd IAT Std,ACK Flag Cnt,0.07750771500669665
Bwd Header Len,Active Min,0.07739944992912373
Fwd Header Len,Pkt Len Min,0.07731840708472537
Fwd IAT Max,URG Flag Cnt,0.07730678418436324
Flow Duration,TotLen Bwd Pkts,0.07723535149564809
Flow Duration,Subflow Bwd Byts,0.07723535149564809
Fwd Pkt Len Std,Active Mean,0.07715325491012821
Flow Pkts/s,Fwd IAT Tot,0.0771387239749187
Fwd IAT Min,Bwd IAT Min,0.07695867840937651
Flow IAT Min,Init Bwd Win Byts,0.07673254204661425
Pkt Size Avg,Subflow Fwd Byts,0.07657593123288774
TotLen Fwd Pkts,Pkt Size Avg,0.07657593123288774
Fwd Pkt Len Min,Fwd Header Len,0.07558795126681497
Fwd IAT Min,Init Fwd Win Byts,0.07532752165249036
Tot Fwd Pkts,Idle Max,0.07527737651668454
Subflow Fwd Pkts,Idle Max,0.07527737651668454
Flow IAT Mean,Init Fwd Win Byts,0.07518040629255927
Pkt Len Std,Active Min,0.07504974630754993
Protocol,Active Max,0.07503076236873564
Fwd IAT Mean,Init Fwd Win Byts,0.07501267202877106
Bwd IAT Tot,URG Flag Cnt,0.07489360790640187
Fwd IAT Tot,Active Min,0.0746504885887186
TotLen Bwd Pkts,Active Std,0.0745694600462256
Subflow Bwd Byts,Active Std,0.0745694600462256
Pkt Len Var,Idle Std,0.07412898188016746
Tot Fwd Pkts,Idle Mean,0.07345375674201983
Subflow Fwd Pkts,Idle Mean,0.07345375674201983
Subflow Fwd Pkts,Init Fwd Win Byts,0.0733123232447206
Tot Fwd Pkts,Init Fwd Win Byts,0.0733123232447206
Protocol,Subflow Fwd Pkts,0.07297814110373145
Protocol,Tot Fwd Pkts,0.07297814110373145
Flow IAT Min,Init Fwd Win Byts,0.07287130384386464
Fwd Pkt Len Mean,Bwd IAT Tot,0.0727941606526104
Bwd IAT Tot,Fwd Seg Size Avg,0.0727941606526104
Init Bwd Win Byts,Idle Max,0.07266234289960814
Flow Duration,Init Bwd Win Byts,0.07264971097669672
TotLen Bwd Pkts,Active Min,0.07256364085240295
Subflow Bwd Byts,Active Min,0.07256364085240295
Fwd Header Len,Fwd Seg Size Avg,0.07253669754946283
Fwd Pkt Len Mean,Fwd Header Len,0.07253669754946283
Subflow Fwd Pkts,Fwd Seg Size Min,0.07248122346518046
Tot Fwd Pkts,Fwd Seg Size Min,0.07248122346518046
Init Bwd Win Byts,Idle Mean,0.07243603389480008
Flow Pkts/s,Flow IAT Max,0.0721300014603498
Idle Std,Idle Min,0.07196044440400115
PSH Flag Cnt,Active Mean,0.0719515656925198
Fwd IAT Max,Bwd IAT Min,0.07170404251765365
PSH Flag Cnt,Idle Max,0.07169946405785918
Fwd IAT Max,Init Bwd Win Byts,0.07165742837715981
Bwd IAT Mean,ACK Flag Cnt,0.0712229882391917
Init Bwd Win Byts,Idle Min,0.07098345830795297
Fwd IAT Max,Fwd Seg Size Min,0.07084276914457446
Bwd Header Len,PSH Flag Cnt,0.07077518285634496
Fwd Pkts/s,Init Bwd Win Byts,0.07053695782375528
Subflow Fwd Pkts,Active Min,0.07049927739159345
Tot Fwd Pkts,Active Min,0.07049927739159345
Fwd PSH Flags,Pkt Size Avg,0.07043212797386611
SYN Flag Cnt,Pkt Size Avg,0.07043212797386611
Pkt Size Avg,Fwd Seg Size Min,0.07039538738891754
SYN Flag Cnt,Fwd Act Data Pkts,0.07031821793654007
Fwd PSH Flags,Fwd Act Data Pkts,0.07031821793654007
Fwd Pkt Len Min,Bwd Pkts/s,0.07028909165057018
Subflow Bwd Pkts,Idle Max,0.07027140955749925
Tot Bwd Pkts,Idle Max,0.07027140955749925
Fwd PSH Flags,Pkt Len Mean,0.07009262946752041
Pkt Len Mean,SYN Flag Cnt,0.0700926294675204
SYN Flag Cnt,Init Bwd Win Byts,0.06983424782082527
Fwd PSH Flags,Init Bwd Win Byts,0.06983424782082527
Flow Duration,Bwd Pkts/s,0.06939941190337247
Subflow Fwd Pkts,Idle Min,0.0693517967636253
Tot Fwd Pkts,Idle Min,0.0693517967636253
Flow Duration,Fwd Pkts/s,0.06933196210918374
Fwd IAT Mean,Bwd IAT Std,0.06933160877214373
Fwd IAT Tot,Init Bwd Win Byts,0.06922601359663066
Flow Pkts/s,Fwd IAT Max,0.0691376110964111
Fwd Pkt Len Min,Fwd PSH Flags,0.06910659367088842
Fwd Pkt Len Min,SYN Flag Cnt,0.06910659367088842
Subflow Bwd Pkts,Idle Mean,0.06894035438409232
Tot Bwd Pkts,Idle Mean,0.06894035438409232
PSH Flag Cnt,Idle Mean,0.06885613475359732
Flow IAT Std,Fwd PSH Flags,0.06866629129417405
Flow IAT Std,SYN Flag Cnt,0.06866629129417405
Bwd Pkts/s,Init Bwd Win Byts,0.0686417953922052
Bwd Header Len,Idle Max,0.06856050115733371
Fwd Pkt Len Max,Active Mean,0.06829016358423443
Bwd IAT Std,URG Flag Cnt,0.06815766461268725
Fwd Pkt Len Std,SYN Flag Cnt,0.06785618280746852
Fwd Pkt Len Std,Fwd PSH Flags,0.06785618280746852
Bwd Pkt Len Min,Pkt Size Avg,0.06778995026945557
Fwd IAT Std,Fwd PSH Flags,0.06759511710217621
Fwd IAT Std,SYN Flag Cnt,0.06759511710217621
Flow IAT Max,Fwd Seg Size Min,0.06753573495921683
Bwd Pkt Len Min,Active Max,0.06745026886841408
Pkt Len Var,Fwd Seg Size Min,0.06729350249356696
Fwd IAT Tot,Bwd Pkts/s,0.06726518763032754
Bwd Header Len,Idle Mean,0.06725757881406233
Fwd IAT Tot,Fwd Pkts/s,0.06719962072928128
Fwd IAT Tot,Subflow Bwd Byts,0.06711217383176349
TotLen Bwd Pkts,Fwd IAT Tot,0.06711217383176349
Fwd Pkt Len Min,Pkt Size Avg,0.06691292845303133
Pkt Len Min,Subflow Fwd Pkts,0.06674656101383103
Tot Fwd Pkts,Pkt Len Min,0.06674656101383103
ECE Flag Cnt,Fwd Act Data Pkts,0.06665235380360142
RST Flag Cnt,Fwd Act Data Pkts,0.06664712868137374
Flow IAT Min,Pkt Len Min,0.06644466002330895
Fwd IAT Min,Pkt Len Min,0.0663291265274977
Bwd Seg Size Avg,Init Fwd Win Byts,0.06632091583584289
Bwd Pkt Len Mean,Init Fwd Win Byts,0.06632091583584289
Fwd Act Data Pkts,Idle Std,0.06621613754818367
Fwd IAT Tot,Fwd Seg Size Min,0.06589701245479898
Tot Bwd Pkts,Idle Min,0.06566807882520358
Subflow Bwd Pkts,Idle Min,0.06566807882520358
Fwd Header Len,Active Min,0.06565920430923096
Protocol,Fwd Seg Size Avg,0.06555875419025457
Protocol,Fwd Pkt Len Mean,0.06555875419025457
Fwd Pkt Len Mean,Subflow Fwd Pkts,0.06547228445131638
Tot Fwd Pkts,Fwd Seg Size Avg,0.06547228445131638
Fwd Seg Size Avg,Subflow Fwd Pkts,0.06547228445131638
Tot Fwd Pkts,Fwd Pkt Len Mean,0.06547228445131638
Pkt Size Avg,Init Fwd Win Byts,0.06544729948469964
Dst Port,Fwd IAT Mean,0.0654182467955034
Fwd Pkt Len Min,Flow IAT Min,0.06530239376451528
Tot Fwd Pkts,Fwd Pkt Len Min,0.0652292209271226
Fwd Pkt Len Min,Subflow Fwd Pkts,0.0652292209271226
Fwd Pkt Len Min,Fwd IAT Min,0.06521189525387198
Flow Pkts/s,Pkt Len Var,0.06504821760974971
Fwd Pkt Len Std,Bwd Header Len,0.06479549421902912
Protocol,Active Std,0.06460070214741379
Bwd IAT Max,URG Flag Cnt,0.06444702968897445
Pkt Len Min,Active Max,0.06441722766821345
Dst Port,Idle Mean,0.06427911780987154
Bwd Header Len,Idle Min,0.06393998176349147
Flow Duration,Fwd Seg Size Min,0.06372306005042273
Dst Port,Idle Min,0.06335790273738684
PSH Flag Cnt,Idle Min,0.06318471145892987
Bwd Pkt Len Max,Subflow Bwd Byts,0.06314472862136923
TotLen Bwd Pkts,Bwd Pkt Len Max,0.06314472862136923
Fwd Pkt Len Min,Active Max,0.06306588513113066
FIN Flag Cnt,PSH Flag Cnt,0.06305032765432718
Fwd Pkts/s,FIN Flag Cnt,0.06300960130641992
Dst Port,Idle Max,0.063002293235595
Fwd Pkt Len Mean,Active Mean,0.0629704406939377
Fwd Seg Size Avg,Active Mean,0.0629704406939377
Flow IAT Max,Bwd Pkts/s,0.06289761505758759
Bwd Pkt Len Min,Fwd Header Len,0.06288618600620297
Flow IAT Max,Fwd Pkts/s,0.06283623381288073
Fwd PSH Flags,Fwd Seg Size Avg,0.06272719924205163
SYN Flag Cnt,Fwd Seg Size Avg,0.06272719924205163
Fwd Pkt Len Mean,Fwd PSH Flags,0.0627271992420516
Fwd Pkt Len Mean,SYN Flag Cnt,0.0627271992420516
Pkt Len Max,Active Min,0.062471589293220206
Bwd IAT Mean,Active Min,0.06239288893365285
Flow Pkts/s,Bwd IAT Tot,0.06234517550286366
Bwd Header Len,Subflow Fwd Byts,0.06211424565012157
TotLen Fwd Pkts,Bwd Header Len,0.06211424565012156
Fwd Act Data Pkts,Active Min,0.061998848740809964
Pkt Len Max,Subflow Bwd Byts,0.06196375570152058
TotLen Bwd Pkts,Pkt Len Max,0.06196375570152058
Subflow Bwd Byts,Idle Max,0.061679573987218114
TotLen Bwd Pkts,Idle Max,0.061679573987218114
Bwd Pkt Len Max,Active Min,0.06157627197771073
Fwd Pkt Len Mean,Active Std,0.06156118956872777
Fwd Seg Size Avg,Active Std,0.06156118956872777
Fwd IAT Min,Pkt Len Var,0.06154956262379049
Bwd Pkt Len Std,Bwd Header Len,0.06145487986242381
URG Flag Cnt,Idle Mean,0.06128489353955863
Pkt Len Min,Pkt Size Avg,0.06102596340820097
Flow IAT Std,URG Flag Cnt,0.060889079371119245
URG Flag Cnt,Idle Min,0.06087154582856747
Fwd Header Len,Idle Max,0.06074027142428639
TotLen Bwd Pkts,Idle Mean,0.06065487125353216
Subflow Bwd Byts,Idle Mean,0.06065487125353216
Fwd IAT Std,URG Flag Cnt,0.06052238158711584
Flow IAT Min,Pkt Len Var,0.06044234748486035
Fwd IAT Max,Bwd Pkts/s,0.060288460667744764
Fwd IAT Max,Fwd Pkts/s,0.06022929488685052
Fwd IAT Mean,URG Flag Cnt,0.060068064724433295
URG Flag Cnt,Idle Max,0.0599217864412353
Fwd Pkt Len Mean,Down/Up Ratio,0.059734040881429015
Down/Up Ratio,Fwd Seg Size Avg,0.059734040881429015
RST Flag Cnt,URG Flag Cnt,0.059619371168075766
URG Flag Cnt,ECE Flag Cnt,0.05961842236028576
ACK Flag Cnt,Idle Max,0.059316963752753644
Fwd Header Len,Idle Mean,0.059225421431940484
Fwd Pkt Len Mean,FIN Flag Cnt,0.05879717583914961
FIN Flag Cnt,Fwd Seg Size Avg,0.05879717583914961
Bwd IAT Mean,URG Flag Cnt,0.05863629163752308
ACK Flag Cnt,Idle Mean,0.05858945400158166
TotLen Bwd Pkts,Idle Min,0.05801595006570666
Subflow Bwd Byts,Idle Min,0.05801595006570666
Dst Port,Flow IAT Mean,0.05777518005802846
Fwd Pkt Len Std,Active Min,0.05776712230711484
Flow IAT Min,Bwd IAT Tot,0.057520126013749756
Fwd Pkts/s,Pkt Len Var,0.056703016757994724
Bwd Pkts/s,Pkt Len Var,0.05665021073107655
ACK Flag Cnt,Idle Min,0.056617699608485554
Flow Pkts/s,Bwd IAT Std,0.05652391703210034
Flow Duration,RST Flag Cnt,0.056454457228991305
Flow Duration,ECE Flag Cnt,0.05645337041620663
Pkt Len Min,Active Std,0.056163844984916556
PSH Flag Cnt,Active Min,0.055864511414378544
Fwd IAT Tot,RST Flag Cnt,0.055752395246976116
Fwd IAT Tot,ECE Flag Cnt,0.05575138243698075
Fwd Header Len,Idle Min,0.055750620974695214
Flow Pkts/s,Flow IAT Std,0.055452318499615176
Fwd Pkt Len Min,Active Std,0.055067454146771284
Bwd Pkt Len Min,Active Std,0.054987664829464156
Tot Bwd Pkts,Subflow Fwd Byts,0.05475163004917907
Tot Bwd Pkts,TotLen Fwd Pkts,0.05475163004917907
TotLen Fwd Pkts,Subflow Bwd Pkts,0.054751630049179066
Subflow Fwd Byts,Subflow Bwd Pkts,0.054751630049179066
Flow Byts/s,PSH Flag Cnt,0.05472074230691166
URG Flag Cnt,Init Bwd Win Byts,0.054644331246147614
Bwd IAT Tot,Bwd Pkts/s,0.054364700006082185
Flow IAT Mean,URG Flag Cnt,0.05433302050304242
Bwd IAT Tot,Fwd Pkts/s,0.05431241450620058
Protocol,Active Mean,0.05426450481505689
Flow Pkts/s,Fwd IAT Mean,0.05413075752162879
Flow Pkts/s,Bwd IAT Max,0.054109666371187526
Flow Pkts/s,Idle Max,0.05343615620658584
FIN Flag Cnt,Pkt Size Avg,0.053409112817086275
Flow Pkts/s,Fwd IAT Std,0.0533538939641835
Bwd Pkt Len Std,Active Min,0.05321829777676177
Flow Pkts/s,Idle Mean,0.05313687261270366
